image_path,class
Tomato___Tomato_Yellow_Leaf_Curl_Virus\f8bff9a6-4e6f-43e3-9584-3783fd5571bb___UF.GRC_YLCV_Lab 02944.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Apple___Black_rot\b371e9c4-177b-4bfb-9430-e14f9f30a06d___JR_FrgE.S 2803.JPG,Apple___Black_rot
Tomato___healthy\541d6033-1cc7-4c86-a37b-423bc08d25a7___RS_HL 9973.JPG,Tomato___healthy
Corn_(maize)___Common_rust_\RS_Rust 1672.JPG,Corn_(maize)___Common_rust_
Corn_(maize)___Common_rust_\RS_Rust 2199.JPG,Corn_(maize)___Common_rust_
Tomato___Spider_mites Two-spotted_spider_mite\b05118ca-3085-4fdd-ac15-af66eab2ccb3___Com.G_SpM_FL 8499.JPG,Tomato___Spider_mites Two-spotted_spider_mite
Tomato___Spider_mites Two-spotted_spider_mite\c4430ef6-bf01-4d6f-821b-0c87556db806___Com.G_SpM_FL 8880.JPG,Tomato___Spider_mites Two-spotted_spider_mite
Corn_(maize)___Northern_Leaf_Blight\162b2f34-0fa5-49ca-8996-ef495e8ef6c6___RS_NLB 3484.JPG,Corn_(maize)___Northern_Leaf_Blight
Apple___healthy\b34b807c-4986-4b85-8ede-73d625a14921___RS_HL 8025.JPG,Apple___healthy
Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\1468d990-6016-484c-b66a-784d38d67b03___RS_GLSp 4616.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
Tomato___Bacterial_spot\8f6373d0-3b5a-4c5f-8b45-e5efe5a2fb5f___GCREC_Bact.Sp 5711.JPG,Tomato___Bacterial_spot
Tomato___Late_blight\dd52a1b4-1d20-4417-96c9-48baac62f15b___RS_Late.B 5202.JPG,Tomato___Late_blight
Tomato___Septoria_leaf_spot\e8aed11f-46ec-4c63-954d-c1320d99040d___Matt.S_CG 6760.JPG,Tomato___Septoria_leaf_spot
Tomato___Bacterial_spot\fa0a336a-ddda-4571-9fad-d0331280640a___GCREC_Bact.Sp 3845.JPG,Tomato___Bacterial_spot
Tomato___Tomato_Yellow_Leaf_Curl_Virus\fe596e11-7c68-4862-9710-d2ac3e3d2a5e___UF.GRC_YLCV_Lab 09397.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Potato___Late_blight\031672c9-bf0a-46bf-8b52-d7cdc067612e___RS_LB 5019.JPG,Potato___Late_blight
Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\ce28178f-e53a-4555-90b4-d7156fd8333a___RS_GLSp 9307.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
Potato___Early_blight\53e30623-2023-4bbf-b904-ba39426f8628___RS_Early.B 7613.JPG,Potato___Early_blight
Tomato___Bacterial_spot\e6d642b7-1313-4b97-b58b-eab8a92cae64___GCREC_Bact.Sp 5694.JPG,Tomato___Bacterial_spot
Tomato___Early_blight\9fcb89e0-c94e-427f-930b-73b4d12b8690___RS_Erly.B 9495.JPG,Tomato___Early_blight
Apple___Black_rot\86110fa2-5836-43ed-856e-9a5fa416404f___JR_FrgE.S 8624.JPG,Apple___Black_rot
Tomato___Early_blight\023fe2d4-6e1d-40ce-99ae-85ba90f436ff___RS_Erly.B 6354.JPG,Tomato___Early_blight
Tomato___healthy\b4a648b8-4132-4bfa-9a7d-13c1a8696c9b___GH_HL Leaf 295.1.JPG,Tomato___healthy
Corn_(maize)___Common_rust_\RS_Rust 2007.JPG,Corn_(maize)___Common_rust_
Apple___healthy\65fcf384-964b-41c5-9a54-aecb473283d2___RS_HL 7672.JPG,Apple___healthy
Potato___Early_blight\d1625c19-c90f-4a5f-bfc8-cb406ad20753___RS_Early.B 8649.JPG,Potato___Early_blight
Tomato___Tomato_Yellow_Leaf_Curl_Virus\0bca3405-5d24-4780-a96c-6c51d91c2677___YLCV_NREC 2696.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Tomato_Yellow_Leaf_Curl_Virus\7656252f-8a0a-4e98-af75-b28de427afe2___YLCV_NREC 2344.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Septoria_leaf_spot\e3874274-851b-44e4-a063-32770cb4ea52___Keller.St_CG 1784.JPG,Tomato___Septoria_leaf_spot
Tomato___Late_blight\02fe963e-7c68-4fd3-9f8f-36bf9e153c20___GHLB2 Leaf 8581.JPG,Tomato___Late_blight
Tomato___Tomato_Yellow_Leaf_Curl_Virus\639816b9-94ca-4c14-b698-ee7d2da58e28___UF.GRC_YLCV_Lab 02235.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Spider_mites Two-spotted_spider_mite\edd90a56-3a0f-4b3c-a55e-0e0a73bdf18d___Com.G_SpM_FL 1689.JPG,Tomato___Spider_mites Two-spotted_spider_mite
Tomato___Tomato_Yellow_Leaf_Curl_Virus\d9ad4da6-1cd6-4095-a596-3bbbfb6aee6f___YLCV_GCREC 2240.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Tomato_Yellow_Leaf_Curl_Virus\d366aebe-5271-46fa-90e6-9e04d6566b87___YLCV_NREC 2514.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Tomato_Yellow_Leaf_Curl_Virus\45fcccdf-10bc-44f7-a3d0-6e0fb2e29960___UF.GRC_YLCV_Lab 03104.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Corn_(maize)___Common_rust_\RS_Rust 2651.JPG,Corn_(maize)___Common_rust_
Tomato___Bacterial_spot\cd7c0856-eefc-41c3-a838-74db334304b3___GCREC_Bact.Sp 3435.JPG,Tomato___Bacterial_spot
Potato___Early_blight\de1ff62e-87aa-420a-9eeb-cb0e3475e84d___RS_Early.B 6918.JPG,Potato___Early_blight
Corn_(maize)___healthy\3deca79b-004d-4d83-9e97-25523e492f68___R.S_HL 8265 copy.jpg,Corn_(maize)___healthy
Apple___healthy\04032305-5ca9-4110-b517-461f13c95f18___RS_HL 7446.JPG,Apple___healthy
Tomato___Late_blight\4be05670-885c-4a87-a22a-dfb89f0b15d0___RS_Late.B 6588.JPG,Tomato___Late_blight
Tomato___Early_blight\29645def-a571-4442-8f95-d7ebf71befde___RS_Erly.B 7751.JPG,Tomato___Early_blight
Tomato___Leaf_Mold\c28fe517-5ca7-4021-98a5-9fe8908c815b___Crnl_L.Mold 7116.JPG,Tomato___Leaf_Mold
Tomato___Tomato_Yellow_Leaf_Curl_Virus\be0d48a8-2b03-4683-b410-f26838bc43e0___UF.GRC_YLCV_Lab 02856.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Late_blight\ec18fe55-482e-4d1f-aa17-715b89f8a371___RS_Late.B 5093.JPG,Tomato___Late_blight
Tomato___Tomato_Yellow_Leaf_Curl_Virus\242e3ea8-6971-4e0f-9083-145c60083a32___YLCV_GCREC 2312.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Tomato_Yellow_Leaf_Curl_Virus\0a24f0eb-982d-4611-8a0c-088ef1ac8cb5___YLCV_GCREC 5454.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Tomato_Yellow_Leaf_Curl_Virus\fdf69afe-75b7-4909-9175-57cc7ff96ac4___YLCV_GCREC 2605.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Tomato_mosaic_virus\860780b3-9c8b-4f90-9010-ac255e953784___PSU_CG 2150.JPG,Tomato___Tomato_mosaic_virus
Tomato___Tomato_Yellow_Leaf_Curl_Virus\7d50b11c-ef8d-4fad-b230-a1bfeac18b76___YLCV_NREC 2304.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Late_blight\c49f101c-9495-4a82-aabe-5f3adb220ef0___RS_Late.B 6597.JPG,Tomato___Late_blight
Tomato___Target_Spot\2a71aaa1-bbbc-4d44-a8b6-8ef1f0ebd8ff___Com.G_TgS_FL 1102.JPG,Tomato___Target_Spot
Tomato___Tomato_Yellow_Leaf_Curl_Virus\b5fca81b-29c9-412d-8e0d-4a8e3b70b29f___YLCV_GCREC 5375.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Apple___healthy\8656f9ff-3a95-4350-af32-82ed2fbff533___RS_HL 7976.JPG,Apple___healthy
Tomato___Bacterial_spot\68b7d7af-1071-42db-80b7-2d46261b9dff___GCREC_Bact.Sp 6132.JPG,Tomato___Bacterial_spot
Tomato___Early_blight\70ef2f0f-3070-443d-b94f-983b87b41791___RS_Erly.B 9385.JPG,Tomato___Early_blight
Potato___Late_blight\6a6315ef-b37d-4067-80cd-bb2d8adf93ca___RS_LB 2919.JPG,Potato___Late_blight
Potato___Early_blight\c53d85d7-bddb-422b-955c-6842cce9a927___RS_Early.B 7253.JPG,Potato___Early_blight
Corn_(maize)___Common_rust_\RS_Rust 1590.JPG,Corn_(maize)___Common_rust_
Tomato___Bacterial_spot\a9113641-1f7b-4f81-8bdb-56efadec1cb3___GCREC_Bact.Sp 6203.JPG,Tomato___Bacterial_spot
Tomato___Septoria_leaf_spot\50edb95e-13c7-485a-800e-97620b705e8b___Matt.S_CG 7816.JPG,Tomato___Septoria_leaf_spot
Tomato___Septoria_leaf_spot\215cf2c7-52ad-42ab-bed5-09269c51e63d___Keller.St_CG 1801.JPG,Tomato___Septoria_leaf_spot
Corn_(maize)___healthy\1a926013-428a-4f3a-bb9d-71ae74eb5105___R.S_HL 8157 copy.jpg,Corn_(maize)___healthy
Tomato___Tomato_Yellow_Leaf_Curl_Virus\8bd55b06-6ef9-44eb-94c3-99e679e6021b___UF.GRC_YLCV_Lab 02659.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___healthy\1528d8ea-c972-4da3-8f66-b4a0de6ace90___RS_HL 0573.JPG,Tomato___healthy
Apple___Cedar_apple_rust\cdb4821f-1d1b-4f61-982f-2057ca1b7ecb___FREC_C.Rust 4270.JPG,Apple___Cedar_apple_rust
Tomato___healthy\31e8eab6-d639-4055-a2ff-432955ef263b___RS_HL 9753.JPG,Tomato___healthy
Tomato___healthy\0eb4ba9a-6626-4e46-b561-c226b495073d___RS_HL 9862.JPG,Tomato___healthy
Apple___healthy\c53b358c-9cf4-4388-9743-7c3447715424___RS_HL 7880.JPG,Apple___healthy
Tomato___Target_Spot\fa844a5e-8301-40cb-a39f-bc83b935d008___Com.G_TgS_FL 9728.JPG,Tomato___Target_Spot
Tomato___Septoria_leaf_spot\e0bd1520-369e-4884-85a5-46dac6268e7a___Matt.S_CG 7709.JPG,Tomato___Septoria_leaf_spot
Apple___healthy\32b6be5f-6482-4bd2-876d-c2a518afed09___RS_HL 6163.JPG,Apple___healthy
Tomato___healthy\40b7eb94-3f47-47b2-9734-2a95f6acd44e___RS_HL 0408.JPG,Tomato___healthy
Tomato___Bacterial_spot\26503027-c1b5-491a-b9eb-2002d9aa7e77___GCREC_Bact.Sp 5622.JPG,Tomato___Bacterial_spot
Apple___Black_rot\ddbcb13e-0263-4881-9e1b-6f00d67f7217___JR_FrgE.S 8683.JPG,Apple___Black_rot
Tomato___Bacterial_spot\32e1f705-4c4f-4b6b-9160-08fc84ac6149___UF.GRC_BS_Lab Leaf 0961.JPG,Tomato___Bacterial_spot
Tomato___Septoria_leaf_spot\43660e03-52a8-4451-bcd4-3b4806be2276___Matt.S_CG 6721.JPG,Tomato___Septoria_leaf_spot
Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\00120a18-ff90-46e4-92fb-2b7a10345bd3___RS_GLSp 9357.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
Tomato___Bacterial_spot\861b4a16-2ed2-4a27-980a-196e8a26e58e___UF.GRC_BS_Lab Leaf 9305.JPG,Tomato___Bacterial_spot
Tomato___Septoria_leaf_spot\c072e52b-f0fb-4e65-b8f3-7831c271e971___Matt.S_CG 7445.JPG,Tomato___Septoria_leaf_spot
Apple___healthy\36c00bef-25c2-48ae-9505-41827bcd83d8___RS_HL 6085.JPG,Apple___healthy
Apple___Apple_scab\7966ec90-1939-40ea-a4f7-99aca4fe8af5___FREC_Scab 3402.JPG,Apple___Apple_scab
Tomato___Tomato_Yellow_Leaf_Curl_Virus\3b865826-62da-496c-bb9b-5f9c88a0c2d8___UF.GRC_YLCV_Lab 08501.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Tomato_Yellow_Leaf_Curl_Virus\8ed8ab38-bec2-4ea1-b335-08197725e374___UF.GRC_YLCV_Lab 01616.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Septoria_leaf_spot\cc2c7bfd-1c41-470d-91e6-e899126483e7___Matt.S_CG 7387.JPG,Tomato___Septoria_leaf_spot
Corn_(maize)___Common_rust_\RS_Rust 2080.JPG,Corn_(maize)___Common_rust_
Tomato___Bacterial_spot\86675a78-d635-447c-85c8-33c683d24092___GCREC_Bact.Sp 6058.JPG,Tomato___Bacterial_spot
Apple___Black_rot\35f56736-d311-4e80-88a4-7ba12fd71985___JR_FrgE.S 2787.JPG,Apple___Black_rot
Tomato___Tomato_mosaic_virus\59fd6a1e-ee07-415b-a588-50f110301021___PSU_CG 2088.JPG,Tomato___Tomato_mosaic_virus
Potato___Early_blight\c419a9f0-5fb9-4db6-a229-5c08c36896fe___RS_Early.B 8585.JPG,Potato___Early_blight
Tomato___Tomato_Yellow_Leaf_Curl_Virus\b50a0260-c455-45f9-a1c7-96305e1794ab___YLCV_NREC 2790.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Bacterial_spot\d20bb7c6-23ec-4daf-b94a-92a9459da99c___GCREC_Bact.Sp 3617.JPG,Tomato___Bacterial_spot
Tomato___Septoria_leaf_spot\53d795c2-0784-4d1e-b475-a54dd3e5a6a1___Matt.S_CG 7479.JPG,Tomato___Septoria_leaf_spot
Corn_(maize)___Northern_Leaf_Blight\8a672c1e-45ea-4ee1-ae48-8dd1c14b0a83___RS_NLB 0826.JPG,Corn_(maize)___Northern_Leaf_Blight
Tomato___Tomato_Yellow_Leaf_Curl_Virus\098efb67-21d9-4884-9f01-62608d340a1b___YLCV_GCREC 5234.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Late_blight\3b66a8ec-5828-4bd0-9893-9f00ee22d394___RS_Late.B 5535.JPG,Tomato___Late_blight
Tomato___Tomato_Yellow_Leaf_Curl_Virus\96ca8f92-166e-48df-9cab-53b6ff542b79___UF.GRC_YLCV_Lab 03187.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___healthy\12a3a4c8-0f82-419c-9a7f-0fc6d261299a___RS_HL 9988.JPG,Tomato___healthy
Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\9e6ca942-064a-49ec-b7f9-8a1e25b5c0fe___RS_GLSp 4435.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
Corn_(maize)___healthy\8927572e-48ce-4933-a9f8-0a491d7b5bc2___R.S_HL 8310 copy.jpg,Corn_(maize)___healthy
Corn_(maize)___Common_rust_\RS_Rust 2229.JPG,Corn_(maize)___Common_rust_
Tomato___Late_blight\541b1d99-c630-4730-861f-a8ef53615709___GHLB2 Leaf 8857.JPG,Tomato___Late_blight
Tomato___Tomato_Yellow_Leaf_Curl_Virus\4729d4e2-59d3-4f41-b28b-788f9fb20e50___YLCV_GCREC 2754.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Septoria_leaf_spot\c71f6f75-6b0c-4c70-9d94-efae4cca1010___JR_Sept.L.S 8488.JPG,Tomato___Septoria_leaf_spot
Tomato___Tomato_mosaic_virus\d0c853a7-0f78-4c80-b2d4-74a84adb1d91___PSU_CG 2153.JPG,Tomato___Tomato_mosaic_virus
Potato___Late_blight\3f3bd8d4-82d4-456c-a3fc-068a63710d52___RS_LB 4971.JPG,Potato___Late_blight
Tomato___Spider_mites Two-spotted_spider_mite\70d81d89-74a0-43bc-ae4f-61bd0d9cc6af___Com.G_SpM_FL 1323.JPG,Tomato___Spider_mites Two-spotted_spider_mite
Tomato___Septoria_leaf_spot\8cfa4da1-02a0-4d53-80cb-ca8f92b05f47___Matt.S_CG 2880.JPG,Tomato___Septoria_leaf_spot
Corn_(maize)___Common_rust_\RS_Rust 2595.JPG,Corn_(maize)___Common_rust_
Tomato___Tomato_Yellow_Leaf_Curl_Virus\8831754b-2520-428f-90ac-30821826391f___UF.GRC_YLCV_Lab 09460.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Spider_mites Two-spotted_spider_mite\bb0f729a-0e44-41fd-b696-6c4219bbdf04___Com.G_SpM_FL 9553.JPG,Tomato___Spider_mites Two-spotted_spider_mite
Corn_(maize)___healthy\81ec1ee6-7ff1-4811-8bf0-f97870a71a84___R.S_HL 8133 copy 2.jpg,Corn_(maize)___healthy
Tomato___Tomato_mosaic_virus\739ccd84-1026-4871-8f5c-2320c205fe2e___PSU_CG 2399.JPG,Tomato___Tomato_mosaic_virus
Apple___Cedar_apple_rust\0321e067-d13b-47d0-b3a6-76ba6f357d02___FREC_C.Rust 3667.JPG,Apple___Cedar_apple_rust
Tomato___Spider_mites Two-spotted_spider_mite\6217205d-283e-4ee9-9b4a-15d4eed299c9___Com.G_SpM_FL 1737.JPG,Tomato___Spider_mites Two-spotted_spider_mite
Potato___Late_blight\c6ecc36c-1886-4d2d-89aa-0e9e9dc7ba32___RS_LB 4997.JPG,Potato___Late_blight
Tomato___healthy\47b93075-4991-4f6a-8510-5fe75a73567f___RS_HL 9719.JPG,Tomato___healthy
Tomato___Tomato_Yellow_Leaf_Curl_Virus\b4e8c99e-5cc6-4d94-9ac6-0671c8fe030f___YLCV_GCREC 2011.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Late_blight\d84f5ea2-462a-40e2-8b01-916a65588aaf___GHLB_PS Leaf 22 Day 9.jpg,Tomato___Late_blight
Tomato___Tomato_Yellow_Leaf_Curl_Virus\6a77132a-cbbd-4465-8cff-56bdcf55dd8d___YLCV_NREC 2173.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Spider_mites Two-spotted_spider_mite\fd71ebe5-4ce6-4b19-b71e-cb66b034c123___Com.G_SpM_FL 1282.JPG,Tomato___Spider_mites Two-spotted_spider_mite
Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\5f34d592-9ebd-4498-955e-bf28944ef9d0___RS_GLSp 9367.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
Corn_(maize)___Common_rust_\RS_Rust 1813.JPG,Corn_(maize)___Common_rust_
Tomato___healthy\e84eced1-c0a4-451a-b5bd-482bc3eda5fa___RS_HL 0304.JPG,Tomato___healthy
Tomato___Bacterial_spot\b0827469-6ac0-4a9e-baca-ac4763b00f95___GCREC_Bact.Sp 5866.JPG,Tomato___Bacterial_spot
Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\719de1a2-172b-44fd-855c-6fa8df27e5bf___RS_GLSp 4652 copy.jpg,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
Apple___healthy\792beb2d-d492-4a19-aa08-412963b87fc7___RS_HL 6314.JPG,Apple___healthy
Tomato___Septoria_leaf_spot\f285de60-b746-43c9-8891-133dce784b44___Keller.St_CG 1788.JPG,Tomato___Septoria_leaf_spot
Tomato___Bacterial_spot\8a19d8fe-d257-40b7-9c98-34dc3d7bc39e___GCREC_Bact.Sp 5873.JPG,Tomato___Bacterial_spot
Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\ec76caa7-e1a4-440e-9b4c-3ee355aac33b___RS_GLSp 4479.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
Tomato___Late_blight\35a4883c-bef7-4465-b136-a7465a0752de___RS_Late.B 5054.JPG,Tomato___Late_blight
Tomato___Early_blight\8647963f-aacb-44f3-82bc-fa749bc65694___RS_Erly.B 6391.JPG,Tomato___Early_blight
Tomato___Tomato_mosaic_virus\f5d2043f-a274-431f-accc-1a3e1a7df172___PSU_CG 2400.JPG,Tomato___Tomato_mosaic_virus
Tomato___Late_blight\25bb0739-cbd4-4e75-a6f4-67ca5cc7f986___GHLB2 Leaf 8789.JPG,Tomato___Late_blight
Tomato___Tomato_Yellow_Leaf_Curl_Virus\81363c4e-78df-4540-8e9e-760155359b67___YLCV_NREC 2775.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Potato___Late_blight\8f80caee-38ed-4b49-9596-6f66c3cb9c1b___RS_LB 2535.JPG,Potato___Late_blight
Tomato___Target_Spot\93fad1d9-90a1-4536-be9f-f197d85c51ef___Com.G_TgS_FL 8223.JPG,Tomato___Target_Spot
Tomato___Tomato_Yellow_Leaf_Curl_Virus\e42037f8-8756-42c3-b477-0416a672a5d2___UF.GRC_YLCV_Lab 02908.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Apple___healthy\3df0da99-6c5d-4520-b396-9616e81f8935___RS_HL 6031.JPG,Apple___healthy
Corn_(maize)___Common_rust_\RS_Rust 2192.JPG,Corn_(maize)___Common_rust_
Tomato___Late_blight\fbbe43eb-7d70-4053-97ac-908fb9af1a6f___RS_Late.B 6587.JPG,Tomato___Late_blight
Potato___Early_blight\7d056cd3-76d1-49f5-8491-a25e4fc4f852___RS_Early.B 8414.JPG,Potato___Early_blight
Tomato___Late_blight\a65ce89e-dc42-4ef6-ae82-68017cec5884___GHLB2 Leaf 8653.JPG,Tomato___Late_blight
Tomato___Septoria_leaf_spot\45c3dbbf-94eb-4e9e-9f09-b93609f6db7d___JR_Sept.L.S 2543.JPG,Tomato___Septoria_leaf_spot
Corn_(maize)___Northern_Leaf_Blight\3966eebb-e814-4cc8-90c8-2f91fa5d5ba9___RS_NLB 3897.JPG,Corn_(maize)___Northern_Leaf_Blight
Tomato___Tomato_Yellow_Leaf_Curl_Virus\27772570-6dbb-40ae-b8a3-3234246b3aae___YLCV_GCREC 5167.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Tomato_Yellow_Leaf_Curl_Virus\4258a0bb-8c13-4ef0-b9bf-b3cfb6ffab4b___UF.GRC_YLCV_Lab 03253.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Potato___Early_blight\aa0ad1ba-f08a-4376-82a1-fec51fbf6810___RS_Early.B 7478.JPG,Potato___Early_blight
Tomato___Tomato_Yellow_Leaf_Curl_Virus\c89844bf-a89a-4629-bffb-95433f4999a3___UF.GRC_YLCV_Lab 02703.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Leaf_Mold\f7826d86-2eb1-408f-b2c1-a43afe0268b3___Crnl_L.Mold 9056.JPG,Tomato___Leaf_Mold
Corn_(maize)___Northern_Leaf_Blight\e472dfcf-e2c6-4e5b-9d93-b31921cb5f07___RS_NLB 3974.JPG,Corn_(maize)___Northern_Leaf_Blight
Tomato___Bacterial_spot\f8837b91-daf0-458c-b997-02839c828d99___GCREC_Bact.Sp 3248.JPG,Tomato___Bacterial_spot
Apple___Black_rot\56d4cd7c-cb82-4944-b8a6-78ad6502b339___JR_FrgE.S 2955.JPG,Apple___Black_rot
Tomato___Late_blight\d9ebf5e5-a626-48f3-b649-db74d12e62ad___RS_Late.B 5478.JPG,Tomato___Late_blight
Tomato___Bacterial_spot\4436edf6-8c6d-4cc5-b973-1f0afd218e86___GCREC_Bact.Sp 6271.JPG,Tomato___Bacterial_spot
Corn_(maize)___healthy\4dd0d54d-37bf-48cf-a3be-420949d5b2fd___R.S_HL 8235 copy.jpg,Corn_(maize)___healthy
Corn_(maize)___Common_rust_\RS_Rust 1597.JPG,Corn_(maize)___Common_rust_
Corn_(maize)___Common_rust_\RS_Rust 1629.JPG,Corn_(maize)___Common_rust_
Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\6b7159c6-3c22-4f68-ac74-4cf4ff12f8e5___RS_GLSp 4381.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot
Potato___Early_blight\dd1e0739-c899-4c1e-99c8-fd83a6d55694___RS_Early.B 7862.JPG,Potato___Early_blight
Tomato___healthy\839daf12-8d8b-478e-b214-2d5dd0fa509a___GH_HL Leaf 445.1.JPG,Tomato___healthy
Tomato___Spider_mites Two-spotted_spider_mite\573544ad-029a-487b-98bb-2beaa9007b22___Com.G_SpM_FL 8771.JPG,Tomato___Spider_mites Two-spotted_spider_mite
Potato___Late_blight\2565077d-44d3-4213-82c2-bf5ae9a64368___RS_LB 3295.JPG,Potato___Late_blight
Tomato___Bacterial_spot\9e7f767c-fdc0-4b28-9195-43ee57f8ecb1___GCREC_Bact.Sp 3356.JPG,Tomato___Bacterial_spot
Tomato___Bacterial_spot\8e97cba6-8d12-420d-b2a7-914af21e0c7b___GCREC_Bact.Sp 6066.JPG,Tomato___Bacterial_spot
Tomato___Tomato_Yellow_Leaf_Curl_Virus\be55448d-eb56-4e84-93d6-2df572cb3c92___YLCV_NREC 2248.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Corn_(maize)___healthy\ca48bf18-8687-40b7-93b2-c85adf03e507___R.S_HL 5546 copy.jpg,Corn_(maize)___healthy
Apple___healthy\10f75d05-fa3e-4b14-b3d8-093292c218e6___RS_HL 7873.JPG,Apple___healthy
Tomato___Bacterial_spot\bd7ff95f-02e5-491a-8bf9-5f2ac2277e7c___UF.GRC_BS_Lab Leaf 0932.JPG,Tomato___Bacterial_spot
Tomato___Late_blight\08f6ed0a-4cd0-4bd3-8983-469002cad2d9___GHLB2 Leaf 9078.JPG,Tomato___Late_blight
Tomato___Tomato_Yellow_Leaf_Curl_Virus\0b4f1295-fb19-4541-afa5-271800914460___UF.GRC_YLCV_Lab 03030.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___healthy\3d16ce8b-81ef-4be2-aec6-d1deab7282b4___RS_HL 0089.JPG,Tomato___healthy
Corn_(maize)___Common_rust_\RS_Rust 2222.JPG,Corn_(maize)___Common_rust_
Potato___Early_blight\0f223bbc-d2b4-4d58-8314-359d92d0102b___RS_Early.B 8052.JPG,Potato___Early_blight
Apple___Black_rot\26a6609d-7993-4fda-b56d-5c5194f0de03___JR_FrgE.S 8797.JPG,Apple___Black_rot
Tomato___Late_blight\10020ad2-c9bc-448b-a2de-7a8d34796f96___GHLB_PS Leaf 2.1 Day 13.jpg,Tomato___Late_blight
Tomato___Early_blight\5fef7edb-3b8a-4f74-b980-493366ead004___RS_Erly.B 6476.JPG,Tomato___Early_blight
Apple___Apple_scab\f79c50ef-d89d-4371-b581-810b37eb2ac9___FREC_Scab 3255.JPG,Apple___Apple_scab
Corn_(maize)___healthy\a694e61f-3a63-40ac-9a31-66732cf9921d___R.S_HL 8116 copy 2.jpg,Corn_(maize)___healthy
Tomato___Tomato_Yellow_Leaf_Curl_Virus\6d1de1e6-b895-4032-a256-dbb68a746684___YLCV_GCREC 2813.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
Tomato___Late_blight\cf21ccf7-0ad0-44cb-b541-a03d3921afcf___GHLB2 Leaf 8798.JPG,Tomato___Late_blight
Corn_(maize)___Common_rust_\RS_Rust 1775.JPG,Corn_(maize)___Common_rust_
Tomato___Late_blight\830c33b8-d419-4fb7-98f8-08387e726648___GHLB_PS Leaf 1.5 Day 16.jpg,Tomato___Late_blight
Tomato___Tomato_Yellow_Leaf_Curl_Virus\662b7cf8-b2b0-4322-b005-516f993f0e91___YLCV_NREC 2174.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus
